Sr.no,Page No,Rank,product name,product brand,product colour,Product_id,product url,model,type,category,listing type,product price,currency code,product release date,lowest ask,last highest bid time,last lowest ask time,last sale,last sale date,this sale,change value,change percentage,voltality,premium price,product sold,product avg price,product last90 avr price,product desp,product img url,crawled date
179,13,15,New Balance 9060 Sea Salt,New Balance,Sea Salt,eae6b66d-64ca-464d-9b0a-f65242b5e334,https://stockx.com/new-balance-9060-sea-salt,New Balance 9060,New,sneakers,STANDARD,150,USD,19-07-2022,166,2023-04-02T06:54:57Z,2023-04-04T20:56:26Z,206,2023-04-07T02:02:53Z,24,3,0.014778,0.054129,0.373,2048,200,199,"The New Balance 9060 Sea Salt, which has remained the silhouette with the highest number of sales to date since its release, took inspiration from the 990 series.
<br>
<br>
The shoe arrives in the sea salt colorway and has suede leather, mesh, and rubber as the materials making up its main components. Mesh and premium pig suede leather makes the upper of New Balance 9060 Sea Salt. The midsole and outsole are all made of rubber of different colorways. The midsole is white, while its outsole is of the ""seat water"" colorway.
<br>
<br>
The New Balance 9060 Sea Salt first debuted in the early 2000s at a release price of $170.",https://images.stockx.com/images/New-Balance-9060-Sea-Salt-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1658500497,07-04-2023 16:41
180,13,16,Nike Air Max 90 Leather Triple White (2020),Nike,Leather Triple White (2020),f8da50d8-4d7f-464f-ad52-1eb05c80d2d6,https://stockx.com/nike-air-max-90-leather-triple-white-2020,Nike Air Max 90,New,sneakers,STANDARD,130,USD,28-07-2020,80,2023-04-07T02:26:57Z,2023-04-06T16:48:00Z,79,2023-04-07T10:49:01Z,24,-24,-0.23301,0.207734,-0.392,1799,125,110,"The Nike Air Max 90 Leather Triple White 2020 takes on a 1990 original design, and is covered in an all-white finish. 
<br>
<br>
The sneaker is constructed of white TPU eyelets, a mesh upper with stitched leather overlays, a waffle-tread rubber outsole for traction and an Air-infused midsole for cushioning. Further, it displays an Air Max logo on both medial sides with a padded tongue panel printed with a Nike Swoosh emblem. Additionally, this Air Max Triple version has printed Nike branding on its heel.
<br>
<br>
The Nike Air Max 90 Leather Triple White 2020 debuted on July 28th, 2020, and retailed at $130.",https://images.stockx.com/images/Nike-Air-Max-90-Leather-Triple-White-2020-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1617908962,07-04-2023 16:41
181,13,17,Jordan 1 Mid Triple White (2022),Jordan,Triple White (2022),2ca1d20b-3cc7-4ff1-87fc-21ff28f2fd51,https://stockx.com/air-jordan-1-mid-triple-white-2022,Jordan 1 Mid,New,sneakers,STANDARD,120,USD,01-08-2022,101,2023-04-06T15:13:38Z,2023-04-06T20:51:17Z,140,2023-04-06T20:22:42Z,22,16,0.126917,0.101199,0.167,1220,128,123,,https://images.stockx.com/images/Air-Jordan-1-Mid-Triple-White-2022-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1666247386,07-04-2023 16:41
182,13,18,Nike Dunk Low Pink Foam Red White (GS),Nike,Pink Foam Red White (GS),cead3768-273a-43a3-b357-04e116f5626d,https://stockx.com/nike-dunk-low-pink-red-white-gs,Nike Dunk Low,New,sneakers,STANDARD,85,USD,31-08-2021,130,2023-04-05T02:24:39Z,2023-04-06T05:19:55Z,181,2023-04-07T06:43:04Z,22,24,0.147443,0.095445,1.119,1171,205,193,"The Nike Dunk Low Pink Red White GS features a white leather upper complemented by pink overlays and a deep red, purple-like shade marking the Swoosh. The pink continues to the mudguard, lacing system, and heel, while underneath, the Nike Dunk keeps its classic color blocking with a white midsole and a pink outsole and treading. 
<br>
<br>
The grade school-sized Nike Dunk Low Pink Red White GS was released in August 2021 and retailed for $85.",https://images.stockx.com/images/Nike-Dunk-Low-Pink-Red-White-GS-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1624633345,07-04-2023 16:41
183,13,19,New Balance 9060 Ivory Cream Pink Sand,New Balance,Ivory Cream Pink Sand,70360321-1ee2-4b39-b8f8-8db0027e58dd,https://stockx.com/new-balance-9060-ivory-cream-pink-sand,New Balance 9060,New,sneakers,STANDARD,150,USD,06-12-2022,123,2023-04-06T19:48:35Z,2023-04-07T04:59:51Z,160,2023-04-07T05:37:06Z,23,1,0.006289,0.22277,0.067,944,188,189,"The New Balance 9060 Ivory Cream Pink Sand upper is made of a meshed undercover with suede and fabricated reflective overlays.
<br>
<br>
The colorway of the sneaker includes ivory cream with pink sand covering the upper and light moon stones running along the heel and the side panel. The ""N"" logo is also printed on the mudguard. Other than that, the NB signature symbol is embroidered on the rear of the tongue and at the back of the shoes. The midsole of the shoes is carved with ABZORB, ENCAP, and SBS cushioning. 
<br>
<br>
The New Balance 9060 Ivory Cream Pink Sand was released on December 6th, 2022, and retailed for $150.",https://images.stockx.com/images/New-Balance-9060-Ivory-Cream-Pink-Sand-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1679679728,07-04-2023 16:41
184,13,20,New Balance 9060 Blue Haze,New Balance,Blue Haze,e5b857dc-dfab-441c-9147-6f3445757be8,https://stockx.com/new-balance-9060-blue-haze,New Balance 9060,New,sneakers,STANDARD,150,USD,,160,2023-04-07T06:11:15Z,2023-04-07T10:57:35Z,360,2023-04-07T11:00:23Z,27,152,0.72702,0.144872,1.4,795,200,201,,https://images.stockx.com/images/New-Balance-9060-Blue-Haze-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1677702668,07-04-2023 16:41
185,13,21,Nike Air Max 1 Design by Japan (Women's),Nike,Design by Japan (Women's),8895a2c1-5bed-496c-ba63-5fde241cc1a5,https://stockx.com/nike-air-max-1-design-by-japan-think-tank-w,Nike Air Max 1,New,sneakers,STANDARD,,USD,,149,2023-03-28T23:36:15Z,2023-04-07T09:26:23Z,194,2023-04-07T11:06:08Z,22,-27,-0.124165,0.121023,0,487,224,225,,https://images.stockx.com/images/Nike-Air-Max-1-Design-by-Japan.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1675738319,07-04-2023 16:41
186,13,22,Nike Air Max Pre-Day Black Gum,Nike,Black Gum,7f8357db-5eda-4c48-babb-14f400937af7,https://stockx.com/nike-air-max-pre-day-black-gum,Nike Air Max Pre-Day,New,sneakers,STANDARD,140,USD,01-06-2022,72,2023-03-31T15:16:26Z,2023-04-07T04:34:41Z,77,2023-04-07T03:07:57Z,23,-10,-0.120633,0.240226,-0.45,459,116,104,,https://images.stockx.com/images/Nike-Air-Max-Pre-Day-Black-Gum-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1676728007,07-04-2023 16:41
187,13,23,Jordan 3 Retro White Cement Reimagined (PS),Jordan,White Cement Reimagined (PS),28e8a78f-1a32-4bae-8a9d-5a606db2d7e9,https://stockx.com/air-jordan-3-retro-white-cement-reimagined-ps,Jordan 3 Retro,New,sneakers,STANDARD,90,USD,11-03-2023,64,2023-04-01T21:41:38Z,2023-04-07T06:52:00Z,88,2023-04-07T04:44:04Z,23,9,0.113924,0.130968,-0.022,370,96,96,,https://images.stockx.com/images/Air-Jordan-3-Retro-White-Cement-Reimagined-PS.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1677171621,07-04-2023 16:41
188,13,24,ASICS Gel-1130 Cream Pure Silver (Women's),ASICS,Cream Pure Silver (Women's),d94685d5-b1ba-4416-a06e-75f43474fb8c,https://stockx.com/asics-gel-1130-cream-pure-silver-w,ASICS Gel-1130,New,sneakers,STANDARD,70,USD,01-09-2021,66,2023-04-05T08:20:59Z,2023-04-06T12:05:41Z,82,2023-04-07T06:54:52Z,22,-2,-0.034803,0.404976,0.16,338,111,106,,https://images.stockx.com/images/ASICS-Gel-1130-Cream-Pure-Silver-W-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1667486173,07-04-2023 16:41
189,13,25,New Balance 9060 Beef and Broccoli,New Balance,Beef and Broccoli,28265622-bab7-4179-827e-080535632da8,https://stockx.com/new-balance-9060-beef-and-broccoli,New Balance 9060,New,sneakers,STANDARD,150,USD,14-01-2023,135,2023-03-19T10:50:05Z,2023-04-07T05:02:06Z,174,2023-04-07T01:36:38Z,23,20,0.12987,0.108872,0.16,289,180,179,,https://images.stockx.com/images/New-Balance-9060-Beef-and-Broccoli-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1675714636,07-04-2023 16:41
190,13,26,Alexander McQueen Oversized Multicolor (W),Alexander McQueen,Patchouli (Women's),688732aa-1034-4685-a220-6ef1ee13daac,https://stockx.com/alexander-mcqueen-oversized-multicolor-w,Alexander McQueen Oversized,New,sneakers,STANDARD,590,USD,01-04-2020,328,2023-03-24T14:48:44Z,2023-04-06T11:48:41Z,389,2023-04-06T20:01:10Z,18,43,0.124277,0.074095,-0.341,286,350,331,,https://images.stockx.com/images/Alexander-McQueen-Oversized-Multicolor-W.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1675357699,07-04-2023 16:41
191,13,27,Reebok Club C JJJJound White Olive,Reebok,JJJJound White Olive,17617ead-24ad-4c20-b863-0dfd22a0f09d,https://stockx.com/reebok-club-c-jjjjound-white-olive,Reebok Club C,New,sneakers,STANDARD,150,USD,06-04-2023,238,2023-04-07T01:44:01Z,2023-04-06T21:32:16Z,244,2023-04-07T09:03:33Z,26,-47,-0.163321,0.111598,0.627,27,263,263,,https://images.stockx.com/images/Reebok-Club-C-JJJJound-White-Olive.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1680327879,07-04-2023 16:41
192,13,28,adidas Yeezy Foam RNNR Sulfur,adidas,Sulfur,240e32e2-60b3-4e04-8dcc-597f944ae0a8,https://stockx.com/adidas-yeezy-foam-rnnr-sulfur,adidas Yeezy Foam RNNR,New,sneakers,STANDARD,90,USD,16-04-2022,156,2023-04-07T09:49:01Z,2023-04-07T03:01:57Z,241,2023-04-07T08:58:09Z,22,16,0.067545,0.086409,1.669,15381,176,200,"Constructed with a blend of EVA foam and recycled materials, adidas Yeezy Foam RNNR Sulfur arrives in an identical build to prior Foam RNNRs. Oval cut openings throughout the neutral-toned design create a sculptural look while providing ventilation. At the base, a cushioned footbed offers comfort and support.
<br>
<br>
The adidas Yeezy Foam RNNR Sulfur released in April of 2022 and retailed for $90.",https://images.stockx.com/images/adidas-Yeezy-Foam-RNNR-Sulfur-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1654153626,07-04-2023 16:41
193,13,29,UGG Tazz Slipper Chestnut (Women's),UGG,Chestnut (Women's),79c0888b-4967-4ccc-a5f8-ba57294dc90a,https://stockx.com/ugg-tazz-slipper-chestnut-w,UGG Tazz Slipper,New,sneakers,STANDARD,120,USD,01-11-2021,131,2023-04-01T10:27:19Z,2023-04-06T10:03:02Z,145,2023-04-07T07:42:19Z,18,-3,-0.024544,0.093471,0.203,15126,179,168,"The UGG Tazz Slipper Chestnut W for women features a heat-embossed UGG logo on its side. 
<br>
<br>
This UGG model has the silhouette of UGG Slippers with a 1.5"" platform sole for extra cushioning. It is made from the same suede upper as the original one in a chestnut color. It is also lined with the signature UGG plush wool blend for a slipper-like feel. Its textile binding is made from 100% recycled polyester fibers material.
<br>
<br>
The UGG Tazz Slipper Chestnut W was originally released on the 1st November 2021, with a retail price set at $120.",https://images.stockx.com/images/UGG-Tazz-Slipper-Chestnut-W-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1645037409,07-04-2023 16:41
194,13,30,Jordan 1 Mid Armory Navy,Jordan,Armory Navy,7884cec4-1fe9-41b8-93aa-28d6c7622fa5,https://stockx.com/air-jordan-1-mid-dark-teal,Jordan 1 Mid,New,sneakers,STANDARD,115,USD,29-03-2022,110,2023-04-06T14:16:53Z,2023-04-06T13:14:23Z,175,2023-04-07T10:55:38Z,23,4,0.019661,0.143912,0.518,13075,152,159,"The Jordan 1 Mid Armory Navy features a white leather upper with dark navy overlays and Swooshes. At the ankle, black leather collars add a subtle contrast to the overlays. A Jordan Wings logo at the ankle and Jumpman woven label on the tongue complete the design.
<br>
<br>
The Jordan 1 Mid Armory Navy release in 2022 and retail for $115.",https://images.stockx.com/images/Air-Jordan-1-Mid-Dark-Teal-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1667229903,07-04-2023 16:41
195,13,31,Nike Dunk High Pink Prime (Women's),Nike,Pink Prime (Women's),06438148-4265-4f27-9107-68ab187f3b0d,https://stockx.com/nike-dunk-high-pink-prime-w,Nike Dunk High,New,sneakers,STANDARD,115,USD,05-05-2022,163,2023-04-06T14:21:02Z,2023-04-04T18:39:26Z,253,2023-04-07T10:18:34Z,16,-35,-0.121528,0,1.2,9474,170,231,"The women's Nike Dunk High Pink Prime (W) features a smooth white leather upper with Pink Prime overlays and Swooshes. From there, a woven Nike tongue label and matching sole complete the design.
<br>
<br>
The women's Nike Dunk High Pink Prime (W) releases in May of 2022 and retails for $115.",https://images.stockx.com/images/Nike-Dunk-High-Pink-Prime-W-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1641573308,07-04-2023 16:41
196,13,32,Nike Air Presto Hello Kitty (2022),Nike,Hello Kitty (2022),612d03d0-53e4-4ce2-baef-4aa14d7fba82,https://stockx.com/nike-air-presto-hello-kitty-2022,Nike Air Presto,New,sneakers,STANDARD,140,USD,27-05-2022,66,2023-04-07T06:21:57Z,2023-04-06T14:12:35Z,125,2023-04-06T22:10:26Z,22,65,1.083333,0.194547,-0.107,8788,136,87,"Originally produced as a gift for Nike's friends and family in 2004, the Nike Air Presto Hello Kitty returned in 2022 for its first-ever official release.
<br>
<br>
The Nike Air Presto Hello Kitty nods to Sanrio's Hello Kitty, a fictional character created by Yuko Shimizu in 1974. The upper is constructed of a light blue neoprene upper with Hello Kitty graphics and a semi translucent TPU lace cage. At the heel, a Hello Kitty styled heel wrap adds further detailing. From there, a white and black Air sole with Swoosh detailing completes the design.
<br>
<br>
The Nike Air Presto Hello Kitty released in May of 2022 and retailed for $140.",https://images.stockx.com/images/Nike-Air-Presto-Hello-Kitty-2022-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1651844672,07-04-2023 16:41
197,13,33,Nike Dunk Low Essential Paisley Pack Orange (Women's),Nike,Paisley Pack Orange (Women's),d8e4af3f-7451-4db4-bf8e-d90ac76d2860,https://stockx.com/nike-dunk-low-essential-paisley-pack-orange,Nike Dunk Low Essential,New,sneakers,STANDARD,120,USD,01-05-2022,116,2023-04-06T11:22:59Z,2023-04-05T03:28:21Z,155,2023-04-07T01:34:59Z,22,15,0.107143,0.261866,0.292,8081,177,170,"As part of the 2022 Nike Dunk Low Paisley Pack, the Nike Dunk Low Paisley Pack Orange features a white leather upper with orange leather overlays and paisley textile Swooshes. From there, a paisley heel tab, woven Nike tongue label, and matching Air sole complete the design.
<br>
<br>
The Nike Dunk Low Paisley Pack Orange released in May of 2022 and retailed for $120.",https://images.stockx.com/images/Nike-Dunk-Low-Essential-Paisley-Pack-Orange-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1651513357,07-04-2023 16:41
198,13,34,Jordan 1 Low Mocha,Jordan,Mocha,20666871-f649-4624-8837-24052a01710b,https://stockx.com/air-jordan-1-low-mocha,Jordan 1 Low,New,sneakers,STANDARD,100,USD,19-11-2021,168,2023-04-06T18:22:57Z,2023-04-07T06:51:11Z,212,2023-04-07T04:30:39Z,21,8,0.039216,0.097728,1.12,7360,208,232,"The Jordan 1 Low Mocha features a white leather upper with Mocha Durabuck overlays and Swooshes. On the interior, bright pink lining pops against muted black Durabuck collars. A subtle Air Jordan Wings logo on the heel wrap adds the finishing touch.
<br>
<br>
The Jordan 1 Low Mocha released in November of 2021 and retailed for $100.",https://images.stockx.com/images/Air-Jordan-1-Low-Mocha-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1635261765,07-04-2023 16:41
199,13,35,Jordan 1 Mid Coconut Milk (Women's),Jordan,Coconut Milk (Women's),47843122-576f-457a-9911-1ac87767873d,https://stockx.com/air-jordan-1-mid-coconut-milk-w,Jordan 1 Mid,New,sneakers,STANDARD,120,USD,04-02-2022,99,2023-04-07T05:33:14Z,2023-04-07T08:36:38Z,141,2023-04-07T09:24:57Z,21,-8,-0.054742,0.102754,0.174,6419,140,138,"The Air Jordan 1 Mid Coconut Milk (Women's) fro women highlights neutral tones on a familiar silhouette modeled after the 1985 original.
<br>
<br>
The Air Jordan 1 Mid Coconut Milk (Women's) starts off with a traditional white leather base; this Air Jordan 1 Mid mixes thin(GS) for grade schoolers up with the addition of creamy overlays in the toe, eye stays, ankle and heel. Hits of black in the Air Jordan branding, Jumpman logo on the tongue, Nike Swoosh and outsole round off the minimalistic palette.
<br>
<br>
The Air Jordan 1 Mid Coconut Milk (W) was released in February 2022 and retailed for $120.",https://images.stockx.com/images/Air-Jordan-1-Mid-Coconut-Milk-W-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1643116604,07-04-2023 16:41
200,13,36,Jordan 5 Retro Moonlight (2021),Jordan,Moonlight (2021),b216b11d-fc64-4f41-8864-42097c4c2f87,https://stockx.com/air-jordan-5-retro-moonlight-2021,Jordan 5 Retro,New,sneakers,STANDARD,190,USD,25-09-2021,172,2023-04-05T13:48:59Z,2023-04-07T08:01:36Z,260,2023-04-07T02:15:06Z,22,11,0.044177,0.091751,0.368,6300,230,246,"The Air Jordan 5 Moonlight arrives looking identical to the original 2013 Jordan 5 Oreo. It features a black Durabuck upper with translucent netted inserts and grey embroidered Jumpman logos on the tongue. From there, a white midsole with black speckled shark teeth and an icy translucent sole brings a contrast to the monotone upper.
<br>
<br>
The Air Jordan 5 Moonlight released in September of 2021 and retailed for $190.",https://images.stockx.com/images/Air-Jordan-5-Retro-Oreo-2021-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1633023998,07-04-2023 16:41
201,13,37,Jordan 1 Mid SE Zen Master,Jordan,Zen Master,f4aa41a4-fd9b-4491-9d83-1c9981473ee0,https://stockx.com/air-jordan-1-mid-se-zen-master,Jordan 1 Mid SE,New,sneakers,STANDARD,125,USD,23-06-2022,104,2023-04-05T08:39:24Z,2023-04-01T18:05:04Z,156,2023-04-06T17:41:24Z,18,6,0.0397,0.108242,0.248,6029,123,134,"The Air Jordan 1 Mid SE Zen Master was released in 2022 as part of Nike’s Air Jordan 1 collection.
<br>
<br>
The Air Jordan 1 Mid SE Zen Maste comes with a Black/Bleached Coral/White/Amethyst Wave colorway and mid-top design that features ankle padding. The color scheme unfolds in layers, the base being white leather and the overlays contrasting in black. The Bleached Coral can be found around the shoe's heel. This model is designed for stability and durability, as evidenced by the inclusion of a cupsole and Nike Air cushioning at the base of the heel.
<br>
<br>
The Air Jordan 1 Mid SE Zen Master first became available in July of 2022 at a retail price of $125.",https://images.stockx.com/images/Air-Jordan-1-Mid-SE-Zen-Master-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1659725886,07-04-2023 16:41
202,13,38,Jordan 1 Mid University Blue Grey,Jordan,University Blue Grey,96c76dfa-3423-4fda-91de-d52cd8988057,https://stockx.com/air-jordan-1-mid-university-blue-grey,Jordan 1 Mid,New,sneakers,STANDARD,120,USD,01-08-2022,169,2023-03-21T17:24:17Z,2023-04-06T10:10:15Z,190,2023-04-06T11:23:53Z,15,-3,-0.019979,0.089498,0.583,5523,178,202,"The Air Jordan 1 Mid University Blue Grey is a sneaker with the Air Jordan 1 silhouette by Nike.
<br>
<br>
The Blue Grey Air Jordan 1 has a blue outsole, white midsole, and a matching panelling on the upper. The toe eyelets, cap, Swooshes, and ankle are painted in blue. The heel of the sneaker has grey suede, balancing out the bright cool tone in tandem with the white neutrals that appear through the base, midsole, laces, and mesh-constructed tongue.
<br>
<br>
The Air Jordan 1 Mid University Blue Grey retailed at $120 when it was released on October 1st, 2022.",https://images.stockx.com/images/Air-Jordan-1-Mid-University-Blue-Grey-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1661941893,07-04-2023 16:41
203,13,39,adidas Yeezy Boost 350 V2 Sesame,adidas,Sesame (2018/2022),3774e829-99f4-46d6-bb94-f9e19ad55ad3,https://stockx.com/adidas-yeezy-boost-350-v2-sesame,adidas Yeezy Boost 350 V2,New,sneakers,STANDARD,220,USD,23-11-2018,220,2023-03-15T18:19:09Z,2023-04-06T10:09:57Z,368,2023-04-07T08:29:46Z,20,30,0.088033,0.095476,0.673,5395,287,301,"We don’t know if Kanye loves Sesame seeds but we do know that he’s released the adidas Yeezy Boost 350 V2 Sesame. This major silhouette comes with a sesame upper, sesame midsole, and a gum sole. These sneakers released in November 2018 and retailed for $220.  While getting your grub on stay fresh and cop these on StockX today.",https://images.stockx.com/images/Adidas-Yeezy-Boost-350-V2-Sesame-Thumb.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1606322910,07-04-2023 16:41
204,13,40,Jordan 13 Retro Court Purple,Jordan,Court Purple,b9aad426-4c2b-40d9-8acb-98b06ebc9782,https://stockx.com/air-jordan-13-retro-court-purple,Jordan 13 Retro,New,sneakers,STANDARD,190,USD,08-01-2022,136,2023-03-23T08:22:11Z,2023-04-07T04:24:48Z,200,2023-04-07T01:41:16Z,22,-1,-0.004975,0.093685,0.053,5212,191,190,"The Air Jordan 13 Court Purple could serve as a dark variation of the 2019 Air Jordan 13 Lakers. In a similar styling, it features a black reflective textile and Court Purple Durabuck upper with a tumbled leather toe wrap and classic Jumpman hologram. A matching midsole and sculptural outsole complete the retro design.
<br>
<br>
The Air Jordan 13 Court Purple released in January of 2021 and retailed for $190.",https://images.stockx.com/images/Air-Jordan-13-Retro-Court-Purple_V2-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1653595011,07-04-2023 16:41
206,14,1,adidas Yeezy Boost 350 V2 Zyon,adidas,Zyon,771e7335-ac9b-4f3d-8f5a-366bed5417ed,https://stockx.com/adidas-yeezy-boost-350-v2-zyon,adidas Yeezy Boost 350 V2,New,sneakers,STANDARD,220,USD,18-07-2020,198,2023-04-05T13:55:01Z,2023-04-05T13:38:17Z,222,2023-04-07T04:06:45Z,21,-47,-0.174721,0.209919,0.009,4932,259,264,"Yeezy adds another colorway of its most well-known design with the adidas Yeezy 350 Zyon, now available on StockX. This 350 V2 dons a similar pattern as the Static colorway, only this time ditching a white side stripe and grey accents for a darker brown stripe and mocha hues.
<br>
<br>
This Yeezy 350 V2 is composed of a Zyon Primeknit upper with a dark tonal side stripe. A translucent Boost cushioned sole and cream interior completes the design. These sneakers released in March of 2020 and retailed for $220.",https://images.stockx.com/images/adidas-Yeezy-Boost-350-V2-Zyon-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1606325931,07-04-2023 16:41
207,14,2,Nike Air Force 1 Low Triple Red,Nike,Triple Red,62ba571f-c942-40ac-94cc-b35d9403f4a0,https://stockx.com/nike-air-force-1-low-triple-red,Nike Air Force 1 Low,New,sneakers,STANDARD,110,USD,01-02-2020,89,2023-04-03T12:13:26Z,2023-04-07T04:14:24Z,134,2023-04-07T10:31:56Z,23,38,0.386949,0,0.21,4536,117,117,"If you are a lover of red athletic shoes then the Nike Air Force 1 Low Triple Red is just for you. Every single part of the shoe is red, from the sole to the uppers, the tongue, the laces, and even the signature Nike swoosh. Embossed on the sole of the shoe you will find the word ""Air,"" which you will also find on the back of the shoe underneath the Nike name and logo.
<br>
<br>
Released in February 2020, the Nike Air Force 1 Low Triple Red retailed for $110.",https://images.stockx.com/images/Nike-Air-Force-1-Low-Triple-Red-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1607668936,07-04-2023 16:41
208,14,3,Birkenstock Boston Soft Footbed Suede Taupe,Birkenstock,Suede Taupe,d208a249-5b14-4fb9-9899-73b9888b6747,https://stockx.com/birkenstock-boston-soft-footbed-suede-taupe,Birkenstock Boston Soft Footbed,New,sneakers,STANDARD,155,USD,31-08-2021,131,2023-04-07T03:21:16Z,2023-04-06T13:14:44Z,176,2023-04-07T09:51:48Z,22,-5,-0.028499,0.132216,0.129,4461,189,165,"The Birkenstock Boston Soft Footbed Suede Taupe is an all-year round clog. This shoe comes in a taupe color way.
<br>
<br>
This Boston Footbed model by Birkenstock was inspired by nature and has a soft suede upper that surrounds the foot. It also includes a soft footbed with an extra integrated foam layer for cushioning. One strap with a metal pin buckle that may be adjusted is also featured on this product.
<br>
<br>
The Birkenstock Boston Soft Footbed Suede Taupe made its first entry into the market on the 31st of August, 2021, with $155 as the recommended retail price.",https://images.stockx.com/images/Birkenstock-Boston-Soft-Footbed-Suede-Taupe-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1664518831,07-04-2023 16:41
209,14,4,Jordan 11 Retro Low Legend Blue,Jordan,Legend Blue,d5069760-f955-404d-8f27-f484b22e07b4,https://stockx.com/air-jordan-11-retro-low-legend-blue,Jordan 11 Retro Low,New,sneakers,STANDARD,185,USD,07-05-2021,231,2023-04-06T10:32:54Z,2023-04-07T04:53:33Z,279,2023-04-07T09:36:40Z,23,17,0.064885,0.156259,0.508,3993,266,267,"Michael Jordan debuted the Legend Blue 11 in the 1996 All-Star Game after returning from his first retirement, securing the sneaker’s immortality, but that heritage got an update in 2021 with the Air Jordan 11 Low Legend Blue.
<br>
<br>
The Air Jordan 11 Low Legend Blue features an all-white upper constructed of smooth leather and patent leather. Jumpman and ""23"" insignias are displayed on the back of the ankle. A white midsole, and an ""icy"" translucent outsole completes the design.
<br>
<br>
The Jordan 11 Low Legend Blue released in May of 2021 and retailed for $185.",https://images.stockx.com/images/Air-Jordan-11-Retro-Low-Legend-Blue-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1618932440,07-04-2023 16:41
